game_id,character,final_score,won
c3dd91788ef2e3bb,BUILDER,10,True
cf166a330830ab35,SAILOR,5,False
cf166a330830ab35,FIRE_STARTER,4,False
cf166a330830ab35,BUILDER,5,False
cf166a330830ab35,GATHERER,4,False
cf166a330830ab35,COOK,8,False
cf166a330830ab35,CRAFTSMAN,8,False
c964c5f7d8994d8e,FIRE_STARTER,6,False
c964c5f7d8994d8e,CRAFTSMAN,2,False
c964c5f7d8994d8e,SAILOR,5,False
c964c5f7d8994d8e,GATHERER,7,False
c964c5f7d8994d8e,COOK,7,False
c964c5f7d8994d8e,BUILDER,8,False
f68c46ffab1840aa,GATHERER,6,False
f68c46ffab1840aa,COOK,4,False
f68c46ffab1840aa,CRAFTSMAN,6,False
f68c46ffab1840aa,BUILDER,5,False
f68c46ffab1840aa,FIRE_STARTER,4,False
f68c46ffab1840aa,SAILOR,4,False
7650120e31105034,FIRE_STARTER,9,True
7650120e31105034,COOK,15,True
7650120e31105034,SAILOR,7,True
7650120e31105034,BUILDER,5,True
7650120e31105034,GATHERER,15,True
7650120e31105034,CRAFTSMAN,5,True
1e6c794e6390f963,CRAFTSMAN,11,False
1e6c794e6390f963,GATHERER,8,False
1e6c794e6390f963,SAILOR,9,False
1e6c794e6390f963,BUILDER,7,False
1e6c794e6390f963,COOK,12,False
1e6c794e6390f963,FIRE_STARTER,11,False
401ee1ac20a7bf91,CRAFTSMAN,8,False
401ee1ac20a7bf91,FIRE_STARTER,10,False
401ee1ac20a7bf91,SAILOR,5,False
401ee1ac20a7bf91,GATHERER,9,False
401ee1ac20a7bf91,BUILDER,1,False
401ee1ac20a7bf91,COOK,9,False
f89e189e9c13108e,CRAFTSMAN,7,False
f89e189e9c13108e,FIRE_STARTER,9,False
f89e189e9c13108e,SAILOR,6,False
f89e189e9c13108e,COOK,7,False
f89e189e9c13108e,GATHERER,8,False
f89e189e9c13108e,BUILDER,5,False
34a72553caa0afb1,FIRE_STARTER,14,False
34a72553caa0afb1,CRAFTSMAN,9,False
34a72553caa0afb1,SAILOR,5,False
34a72553caa0afb1,COOK,8,False
34a72553caa0afb1,BUILDER,6,False
34a72553caa0afb1,GATHERER,7,False
ef7f0dec43c63606,GATHERER,4,False
ef7f0dec43c63606,COOK,9,False
ef7f0dec43c63606,CRAFTSMAN,8,False
ef7f0dec43c63606,BUILDER,9,False
ef7f0dec43c63606,FIRE_STARTER,5,False
ef7f0dec43c63606,SAILOR,4,False
8e68f07169111dc5,GATHERER,6,False
8e68f07169111dc5,FIRE_STARTER,14,False
8e68f07169111dc5,SAILOR,6,False
8e68f07169111dc5,BUILDER,4,False
8e68f07169111dc5,CRAFTSMAN,7,False
8e68f07169111dc5,COOK,14,False
fe56b87bd7d5f041,GATHERER,6,True
fe56b87bd7d5f041,FIRE_STARTER,11,True
fe56b87bd7d5f041,COOK,12,True
fe56b87bd7d5f041,SAILOR,10,True
fe56b87bd7d5f041,CRAFTSMAN,5,True
fe56b87bd7d5f041,BUILDER,5,True
6a2bbeafc39d46c7,GATHERER,8,True
6a2bbeafc39d46c7,SAILOR,12,True
6a2bbeafc39d46c7,FIRE_STARTER,9,True
6a2bbeafc39d46c7,BUILDER,12,True
6a2bbeafc39d46c7,CRAFTSMAN,5,True
6a2bbeafc39d46c7,COOK,13,True
d2ca4d9f0079cf1f,FIRE_STARTER,7,False
d2ca4d9f0079cf1f,BUILDER,10,False
d2ca4d9f0079cf1f,SAILOR,7,False
d2ca4d9f0079cf1f,CRAFTSMAN,13,False
d2ca4d9f0079cf1f,GATHERER,7,False
d2ca4d9f0079cf1f,COOK,12,False
b9068411ffd88af4,COOK,7,False
b9068411ffd88af4,GATHERER,6,False
b9068411ffd88af4,SAILOR,4,False
b9068411ffd88af4,CRAFTSMAN,5,False
b9068411ffd88af4,FIRE_STARTER,10,False
b9068411ffd88af4,BUILDER,5,False
12473bdee3ffc467,BUILDER,4,False
12473bdee3ffc467,CRAFTSMAN,5,False
12473bdee3ffc467,GATHERER,4,False
12473bdee3ffc467,COOK,3,False
12473bdee3ffc467,FIRE_STARTER,5,False
12473bdee3ffc467,SAILOR,2,False
f2039a8b07eb66c0,GATHERER,1,True
f2039a8b07eb66c0,BUILDER,2,True
f2039a8b07eb66c0,FIRE_STARTER,2,True
f2039a8b07eb66c0,COOK,2,True
f2039a8b07eb66c0,SAILOR,2,True
f2039a8b07eb66c0,CRAFTSMAN,0,True
2de7caff06a6c5c7,SAILOR,5,False
2de7caff06a6c5c7,GATHERER,4,False
2de7caff06a6c5c7,FIRE_STARTER,5,False
2de7caff06a6c5c7,CRAFTSMAN,4,False
2de7caff06a6c5c7,BUILDER,1,False
2de7caff06a6c5c7,COOK,8,False
e6aa6b0f12a336b2,FIRE_STARTER,8,True
e6aa6b0f12a336b2,CRAFTSMAN,9,True
e6aa6b0f12a336b2,GATHERER,5,True
e6aa6b0f12a336b2,SAILOR,7,True
e6aa6b0f12a336b2,COOK,4,True
e6aa6b0f12a336b2,BUILDER,5,True
7114d9bc3f81b613,FIRE_STARTER,8,True
7114d9bc3f81b613,BUILDER,6,True
7114d9bc3f81b613,CRAFTSMAN,4,True
7114d9bc3f81b613,COOK,6,True
7114d9bc3f81b613,SAILOR,4,True
7114d9bc3f81b613,GATHERER,3,True
356fb10f82029520,COOK,11,False
356fb10f82029520,FIRE_STARTER,7,False
356fb10f82029520,BUILDER,11,False
356fb10f82029520,CRAFTSMAN,8,False
356fb10f82029520,SAILOR,12,False
356fb10f82029520,GATHERER,9,False
d40db07a173b4278,BUILDER,7,True
d40db07a173b4278,CRAFTSMAN,6,True
d40db07a173b4278,COOK,5,True
d40db07a173b4278,GATHERER,7,True
d40db07a173b4278,SAILOR,9,True
d40db07a173b4278,FIRE_STARTER,8,True
230d104196e306de,CRAFTSMAN,2,False
230d104196e306de,FIRE_STARTER,7,False
230d104196e306de,GATHERER,7,False
230d104196e306de,COOK,4,False
230d104196e306de,SAILOR,5,False
230d104196e306de,BUILDER,0,False
b2d94355ecfbc777,SAILOR,9,True
b2d94355ecfbc777,CRAFTSMAN,8,True
b2d94355ecfbc777,FIRE_STARTER,10,True
b2d94355ecfbc777,GATHERER,9,True
b2d94355ecfbc777,BUILDER,6,True
b2d94355ecfbc777,COOK,12,True
9849a42956ec4e99,SAILOR,7,False
9849a42956ec4e99,COOK,7,False
9849a42956ec4e99,FIRE_STARTER,7,False
9849a42956ec4e99,GATHERER,7,False
9849a42956ec4e99,CRAFTSMAN,6,False
9849a42956ec4e99,BUILDER,7,False
c79c75fbfec81f10,SAILOR,8,True
c79c75fbfec81f10,CRAFTSMAN,7,True
c79c75fbfec81f10,GATHERER,5,True
c79c75fbfec81f10,BUILDER,7,True
c79c75fbfec81f10,COOK,9,True
c79c75fbfec81f10,FIRE_STARTER,4,True
e3e61cb68a4e6932,BUILDER,5,True
e3e61cb68a4e6932,COOK,12,True
e3e61cb68a4e6932,FIRE_STARTER,12,True
e3e61cb68a4e6932,CRAFTSMAN,13,True
e3e61cb68a4e6932,GATHERER,5,True
e3e61cb68a4e6932,SAILOR,4,True
fdabbe637c9de3c4,COOK,5,False
fdabbe637c9de3c4,FIRE_STARTER,5,False
fdabbe637c9de3c4,BUILDER,6,False
fdabbe637c9de3c4,CRAFTSMAN,3,False
fdabbe637c9de3c4,GATHERER,3,False
fdabbe637c9de3c4,SAILOR,4,False
bb5664be5e65537a,CRAFTSMAN,9,True
bb5664be5e65537a,GATHERER,8,True
bb5664be5e65537a,SAILOR,9,True
bb5664be5e65537a,COOK,6,True
bb5664be5e65537a,FIRE_STARTER,6,True
bb5664be5e65537a,BUILDER,9,True
5b9c901ff875013a,CRAFTSMAN,3,True
5b9c901ff875013a,COOK,1,True
5b9c901ff875013a,BUILDER,5,True
5b9c901ff875013a,GATHERER,0,True
5b9c901ff875013a,FIRE_STARTER,3,True
5b9c901ff875013a,SAILOR,3,True
39cf3200905cb96e,FIRE_STARTER,7,True
39cf3200905cb96e,CRAFTSMAN,14,True
39cf3200905cb96e,GATHERER,8,True
39cf3200905cb96e,SAILOR,5,True
39cf3200905cb96e,COOK,5,True
39cf3200905cb96e,BUILDER,11,True
b98fa3c631e67016,COOK,11,False
b98fa3c631e67016,GATHERER,0,False
b98fa3c631e67016,FIRE_STARTER,11,False
b98fa3c631e67016,BUILDER,6,False
b98fa3c631e67016,CRAFTSMAN,5,False
b98fa3c631e67016,SAILOR,2,False
3f183b53b36562e9,COOK,9,True
3f183b53b36562e9,CRAFTSMAN,8,True
3f183b53b36562e9,SAILOR,8,True
3f183b53b36562e9,BUILDER,9,True
3f183b53b36562e9,FIRE_STARTER,6,True
3f183b53b36562e9,GATHERER,2,True
ffb79bc66fa4b2e6,COOK,10,True
ffb79bc66fa4b2e6,FIRE_STARTER,7,True
ffb79bc66fa4b2e6,GATHERER,7,True
ffb79bc66fa4b2e6,BUILDER,6,True
ffb79bc66fa4b2e6,CRAFTSMAN,4,True
ffb79bc66fa4b2e6,SAILOR,6,True
b16b5f6192a835e7,FIRE_STARTER,12,False
b16b5f6192a835e7,SAILOR,12,False
b16b5f6192a835e7,GATHERER,10,False
b16b5f6192a835e7,BUILDER,12,False
b16b5f6192a835e7,CRAFTSMAN,6,False
b16b5f6192a835e7,COOK,13,False
754c0428c472d243,COOK,6,False
754c0428c472d243,GATHERER,6,False
754c0428c472d243,SAILOR,8,False
754c0428c472d243,BUILDER,6,False
754c0428c472d243,CRAFTSMAN,4,False
754c0428c472d243,FIRE_STARTER,8,False
3ae10e4d12434341,BUILDER,10,True
3ae10e4d12434341,GATHERER,6,True
3ae10e4d12434341,SAILOR,8,True
3ae10e4d12434341,COOK,5,True
3ae10e4d12434341,FIRE_STARTER,11,True
3ae10e4d12434341,CRAFTSMAN,9,True
d216cf688139ea1e,FIRE_STARTER,18,True
d216cf688139ea1e,COOK,15,True
d216cf688139ea1e,BUILDER,10,True
d216cf688139ea1e,CRAFTSMAN,11,True
d216cf688139ea1e,GATHERER,9,True
d216cf688139ea1e,SAILOR,12,True
35b52bfa66c3f39c,CRAFTSMAN,6,False
35b52bfa66c3f39c,FIRE_STARTER,8,False
35b52bfa66c3f39c,GATHERER,6,False
35b52bfa66c3f39c,BUILDER,4,False
35b52bfa66c3f39c,SAILOR,4,False
35b52bfa66c3f39c,COOK,3,False
61603e7ca2a4d473,BUILDER,11,False
61603e7ca2a4d473,CRAFTSMAN,7,False
61603e7ca2a4d473,COOK,4,False
61603e7ca2a4d473,FIRE_STARTER,7,False
61603e7ca2a4d473,GATHERER,7,False
61603e7ca2a4d473,SAILOR,7,False
c38beaacddaf0884,FIRE_STARTER,4,True
c38beaacddaf0884,BUILDER,4,True
c38beaacddaf0884,CRAFTSMAN,2,True
c38beaacddaf0884,SAILOR,4,True
c38beaacddaf0884,COOK,4,True
c38beaacddaf0884,GATHERER,5,True
d26691b87c794793,CRAFTSMAN,6,True
d26691b87c794793,COOK,7,True
d26691b87c794793,GATHERER,7,True
d26691b87c794793,FIRE_STARTER,7,True
d26691b87c794793,BUILDER,7,True
d26691b87c794793,SAILOR,6,True
18fd4f8d6e1af838,CRAFTSMAN,6,True
18fd4f8d6e1af838,SAILOR,4,True
18fd4f8d6e1af838,GATHERER,5,True
18fd4f8d6e1af838,COOK,5,True
18fd4f8d6e1af838,FIRE_STARTER,8,True
18fd4f8d6e1af838,BUILDER,7,True
7ad9ce6d37f533e7,COOK,9,True
7ad9ce6d37f533e7,GATHERER,10,True
7ad9ce6d37f533e7,FIRE_STARTER,5,True
7ad9ce6d37f533e7,CRAFTSMAN,8,True
7ad9ce6d37f533e7,SAILOR,12,True
7ad9ce6d37f533e7,BUILDER,12,True
ed564aece2a65738,BUILDER,8,True
ed564aece2a65738,COOK,8,True
ed564aece2a65738,SAILOR,5,True
ed564aece2a65738,CRAFTSMAN,5,True
ed564aece2a65738,FIRE_STARTER,3,True
ed564aece2a65738,GATHERER,2,True
66b8fd93226403ee,GATHERER,10,True
66b8fd93226403ee,COOK,8,True
66b8fd93226403ee,CRAFTSMAN,8,True
66b8fd93226403ee,SAILOR,11,True
66b8fd93226403ee,FIRE_STARTER,9,True
66b8fd93226403ee,BUILDER,9,True
15606b50c679ee6f,BUILDER,5,False
15606b50c679ee6f,COOK,4,False
15606b50c679ee6f,GATHERER,4,False
15606b50c679ee6f,CRAFTSMAN,7,False
15606b50c679ee6f,SAILOR,5,False
15606b50c679ee6f,FIRE_STARTER,4,False
26165f8b6f82288e,BUILDER,7,False
26165f8b6f82288e,GATHERER,8,False
26165f8b6f82288e,CRAFTSMAN,9,False
26165f8b6f82288e,FIRE_STARTER,5,False
26165f8b6f82288e,COOK,7,False
26165f8b6f82288e,SAILOR,4,False
559a9318a15b4207,GATHERER,1,False
559a9318a15b4207,CRAFTSMAN,2,False
559a9318a15b4207,FIRE_STARTER,0,False
559a9318a15b4207,COOK,1,False
559a9318a15b4207,SAILOR,0,False
559a9318a15b4207,BUILDER,0,False
302d65c2c29da252,FIRE_STARTER,4,False
302d65c2c29da252,COOK,1,False
302d65c2c29da252,BUILDER,1,False
302d65c2c29da252,GATHERER,4,False
302d65c2c29da252,SAILOR,1,False
302d65c2c29da252,CRAFTSMAN,4,False
b10354d8a16fae5e,COOK,6,True
b10354d8a16fae5e,CRAFTSMAN,8,True
b10354d8a16fae5e,GATHERER,8,True
b10354d8a16fae5e,SAILOR,11,True
b10354d8a16fae5e,BUILDER,10,True
b10354d8a16fae5e,FIRE_STARTER,4,True
350c70cf7efb6819,COOK,10,True
350c70cf7efb6819,CRAFTSMAN,9,True
350c70cf7efb6819,GATHERER,7,True
350c70cf7efb6819,FIRE_STARTER,8,True
350c70cf7efb6819,BUILDER,12,True
350c70cf7efb6819,SAILOR,12,True
f72e5e01e836eb81,BUILDER,7,True
f72e5e01e836eb81,GATHERER,7,True
f72e5e01e836eb81,CRAFTSMAN,10,True
f72e5e01e836eb81,COOK,10,True
f72e5e01e836eb81,SAILOR,10,True
f72e5e01e836eb81,FIRE_STARTER,7,True
4acf25772a91e9ec,COOK,12,False
4acf25772a91e9ec,GATHERER,11,False
4acf25772a91e9ec,CRAFTSMAN,11,False
4acf25772a91e9ec,BUILDER,6,False
4acf25772a91e9ec,SAILOR,6,False
4acf25772a91e9ec,FIRE_STARTER,7,False
50b7b65b2465e8ff,SAILOR,7,True
50b7b65b2465e8ff,GATHERER,8,True
50b7b65b2465e8ff,COOK,14,True
50b7b65b2465e8ff,BUILDER,10,True
50b7b65b2465e8ff,CRAFTSMAN,13,True
50b7b65b2465e8ff,FIRE_STARTER,6,True
33b3136d06e69dcc,COOK,7,True
33b3136d06e69dcc,BUILDER,10,True
33b3136d06e69dcc,GATHERER,13,True
33b3136d06e69dcc,SAILOR,6,True
33b3136d06e69dcc,CRAFTSMAN,9,True
33b3136d06e69dcc,FIRE_STARTER,2,True
8204eb06d8fc4d95,FIRE_STARTER,1,False
8204eb06d8fc4d95,GATHERER,5,False
8204eb06d8fc4d95,CRAFTSMAN,2,False
8204eb06d8fc4d95,BUILDER,3,False
8204eb06d8fc4d95,COOK,2,False
8204eb06d8fc4d95,SAILOR,4,False
4e3256999140866b,SAILOR,5,True
4e3256999140866b,COOK,3,True
4e3256999140866b,FIRE_STARTER,4,True
4e3256999140866b,BUILDER,2,True
4e3256999140866b,CRAFTSMAN,4,True
4e3256999140866b,GATHERER,5,True
a51db0afb01cfe3f,CRAFTSMAN,4,True
a51db0afb01cfe3f,GATHERER,3,True
a51db0afb01cfe3f,SAILOR,3,True
a51db0afb01cfe3f,BUILDER,4,True
a51db0afb01cfe3f,FIRE_STARTER,1,True
a51db0afb01cfe3f,COOK,2,True
cf9697cce5653037,COOK,12,True
cf9697cce5653037,SAILOR,11,True
cf9697cce5653037,FIRE_STARTER,10,True
cf9697cce5653037,GATHERER,5,True
cf9697cce5653037,CRAFTSMAN,7,True
cf9697cce5653037,BUILDER,6,True
f72109d49d2a01db,SAILOR,6,False
f72109d49d2a01db,COOK,6,False
f72109d49d2a01db,CRAFTSMAN,4,False
f72109d49d2a01db,BUILDER,4,False
f72109d49d2a01db,GATHERER,3,False
f72109d49d2a01db,FIRE_STARTER,4,False
e73f85c8b97e91d2,CRAFTSMAN,4,False
e73f85c8b97e91d2,SAILOR,10,False
e73f85c8b97e91d2,GATHERER,3,False
e73f85c8b97e91d2,COOK,7,False
e73f85c8b97e91d2,BUILDER,3,False
e73f85c8b97e91d2,FIRE_STARTER,8,False
587a4a0a26fab537,COOK,4,False
587a4a0a26fab537,SAILOR,8,False
587a4a0a26fab537,FIRE_STARTER,4,False
587a4a0a26fab537,CRAFTSMAN,7,False
587a4a0a26fab537,BUILDER,6,False
587a4a0a26fab537,GATHERER,5,False
055644a0e05eab10,BUILDER,3,False
055644a0e05eab10,GATHERER,4,False
055644a0e05eab10,COOK,5,False
055644a0e05eab10,SAILOR,5,False
055644a0e05eab10,CRAFTSMAN,4,False
055644a0e05eab10,FIRE_STARTER,4,False
9e7ecbe5d69f56d2,SAILOR,4,False
9e7ecbe5d69f56d2,FIRE_STARTER,8,False
9e7ecbe5d69f56d2,BUILDER,4,False
9e7ecbe5d69f56d2,COOK,4,False
9e7ecbe5d69f56d2,CRAFTSMAN,4,False
9e7ecbe5d69f56d2,GATHERER,0,False
29275d71481b3400,COOK,3,False
29275d71481b3400,GATHERER,3,False
29275d71481b3400,FIRE_STARTER,4,False
29275d71481b3400,CRAFTSMAN,2,False
29275d71481b3400,BUILDER,3,False
29275d71481b3400,SAILOR,4,False
191b46df8ffd11d2,FIRE_STARTER,9,True
191b46df8ffd11d2,CRAFTSMAN,9,True
191b46df8ffd11d2,BUILDER,9,True
191b46df8ffd11d2,SAILOR,8,True
191b46df8ffd11d2,GATHERER,8,True
191b46df8ffd11d2,COOK,4,True
85de9c9c0602bb78,GATHERER,3,False
85de9c9c0602bb78,CRAFTSMAN,3,False
85de9c9c0602bb78,FIRE_STARTER,7,False
85de9c9c0602bb78,SAILOR,7,False
85de9c9c0602bb78,BUILDER,3,False
85de9c9c0602bb78,COOK,4,False
c5e5b7a20382e3d4,FIRE_STARTER,4,True
c5e5b7a20382e3d4,CRAFTSMAN,4,True
c5e5b7a20382e3d4,COOK,6,True
c5e5b7a20382e3d4,GATHERER,9,True
c5e5b7a20382e3d4,SAILOR,6,True
c5e5b7a20382e3d4,BUILDER,3,True
c6a47d3dcaa20301,COOK,7,False
c6a47d3dcaa20301,CRAFTSMAN,8,False
c6a47d3dcaa20301,GATHERER,12,False
c6a47d3dcaa20301,FIRE_STARTER,6,False
c6a47d3dcaa20301,BUILDER,11,False
c6a47d3dcaa20301,SAILOR,9,False
8feda6c7a7806928,COOK,11,False
8feda6c7a7806928,BUILDER,7,False
8feda6c7a7806928,GATHERER,5,False
8feda6c7a7806928,FIRE_STARTER,8,False
8feda6c7a7806928,SAILOR,10,False
8feda6c7a7806928,CRAFTSMAN,6,False
49c67eb9e1abf063,SAILOR,3,True
49c67eb9e1abf063,CRAFTSMAN,5,True
49c67eb9e1abf063,BUILDER,3,True
49c67eb9e1abf063,GATHERER,2,True
49c67eb9e1abf063,FIRE_STARTER,4,True
49c67eb9e1abf063,COOK,5,True
60a2db69ab3c6ea9,FIRE_STARTER,15,True
60a2db69ab3c6ea9,GATHERER,15,True
60a2db69ab3c6ea9,CRAFTSMAN,5,True
60a2db69ab3c6ea9,BUILDER,8,True
60a2db69ab3c6ea9,SAILOR,8,True
60a2db69ab3c6ea9,COOK,14,True
ea8290e64c96fc1d,BUILDER,2,True
ea8290e64c96fc1d,GATHERER,6,True
ea8290e64c96fc1d,COOK,3,True
ea8290e64c96fc1d,FIRE_STARTER,2,True
ea8290e64c96fc1d,CRAFTSMAN,3,True
ea8290e64c96fc1d,SAILOR,2,True
813505a3619bcc1d,SAILOR,4,False
813505a3619bcc1d,COOK,5,False
813505a3619bcc1d,BUILDER,5,False
813505a3619bcc1d,GATHERER,4,False
813505a3619bcc1d,FIRE_STARTER,2,False
813505a3619bcc1d,CRAFTSMAN,4,False
1b0f7c5971df97d8,COOK,2,True
1b0f7c5971df97d8,GATHERER,8,True
1b0f7c5971df97d8,SAILOR,4,True
1b0f7c5971df97d8,BUILDER,7,True
1b0f7c5971df97d8,CRAFTSMAN,5,True
1b0f7c5971df97d8,FIRE_STARTER,2,True
912c82d518f49854,SAILOR,3,False
912c82d518f49854,GATHERER,4,False
912c82d518f49854,COOK,0,False
912c82d518f49854,FIRE_STARTER,4,False
912c82d518f49854,CRAFTSMAN,1,False
912c82d518f49854,BUILDER,0,False
81884a4cf0b28227,COOK,6,True
81884a4cf0b28227,GATHERER,6,True
81884a4cf0b28227,BUILDER,3,True
81884a4cf0b28227,CRAFTSMAN,4,True
81884a4cf0b28227,SAILOR,2,True
81884a4cf0b28227,FIRE_STARTER,3,True
85ac671a5830d439,BUILDER,6,True
85ac671a5830d439,COOK,6,True
85ac671a5830d439,FIRE_STARTER,10,True
85ac671a5830d439,SAILOR,5,True
85ac671a5830d439,GATHERER,8,True
85ac671a5830d439,CRAFTSMAN,8,True
c4ccf657b6289259,GATHERER,6,False
c4ccf657b6289259,CRAFTSMAN,6,False
c4ccf657b6289259,BUILDER,7,False
c4ccf657b6289259,FIRE_STARTER,3,False
c4ccf657b6289259,SAILOR,2,False
c4ccf657b6289259,COOK,6,False
5ad806227ecde196,COOK,5,False
5ad806227ecde196,GATHERER,5,False
5ad806227ecde196,FIRE_STARTER,1,False
5ad806227ecde196,SAILOR,1,False
5ad806227ecde196,BUILDER,1,False
5ad806227ecde196,CRAFTSMAN,5,False
d10c1e2e4f3f4a3b,BUILDER,11,False
d10c1e2e4f3f4a3b,FIRE_STARTER,7,False
d10c1e2e4f3f4a3b,COOK,5,False
d10c1e2e4f3f4a3b,GATHERER,7,False
d10c1e2e4f3f4a3b,SAILOR,9,False
d10c1e2e4f3f4a3b,CRAFTSMAN,4,False
e4561e68fd8c5482,SAILOR,6,True
e4561e68fd8c5482,FIRE_STARTER,3,True
e4561e68fd8c5482,GATHERER,10,True
e4561e68fd8c5482,COOK,8,True
e4561e68fd8c5482,CRAFTSMAN,10,True
e4561e68fd8c5482,BUILDER,8,True
6df76165038c383d,CRAFTSMAN,5,False
6df76165038c383d,SAILOR,5,False
6df76165038c383d,COOK,4,False
6df76165038c383d,BUILDER,4,False
6df76165038c383d,FIRE_STARTER,4,False
6df76165038c383d,GATHERER,3,False
93c09e77d969d31a,FIRE_STARTER,13,True
93c09e77d969d31a,GATHERER,6,True
93c09e77d969d31a,COOK,9,True
93c09e77d969d31a,CRAFTSMAN,13,True
93c09e77d969d31a,SAILOR,7,True
93c09e77d969d31a,BUILDER,11,True
fa4d85e21f9a6d68,SAILOR,6,True
fa4d85e21f9a6d68,BUILDER,7,True
fa4d85e21f9a6d68,GATHERER,5,True
fa4d85e21f9a6d68,CRAFTSMAN,3,True
fa4d85e21f9a6d68,COOK,7,True
fa4d85e21f9a6d68,FIRE_STARTER,7,True
ee8972b3c2eee64b,GATHERER,4,True
ee8972b3c2eee64b,BUILDER,7,True
ee8972b3c2eee64b,SAILOR,8,True
ee8972b3c2eee64b,CRAFTSMAN,8,True
ee8972b3c2eee64b,COOK,5,True
ee8972b3c2eee64b,FIRE_STARTER,5,True
ba33b784ffaf680e,COOK,4,False
ba33b784ffaf680e,FIRE_STARTER,4,False
ba33b784ffaf680e,SAILOR,10,False
ba33b784ffaf680e,GATHERER,5,False
ba33b784ffaf680e,CRAFTSMAN,5,False
ba33b784ffaf680e,BUILDER,1,False
771c57fee72159b0,COOK,4,False
771c57fee72159b0,GATHERER,3,False
771c57fee72159b0,CRAFTSMAN,3,False
771c57fee72159b0,FIRE_STARTER,3,False
771c57fee72159b0,SAILOR,3,False
771c57fee72159b0,BUILDER,4,False
f11c11ad4ebe5e6a,COOK,15,True
f11c11ad4ebe5e6a,FIRE_STARTER,16,True
f11c11ad4ebe5e6a,GATHERER,13,True
f11c11ad4ebe5e6a,SAILOR,9,True
f11c11ad4ebe5e6a,CRAFTSMAN,12,True
f11c11ad4ebe5e6a,BUILDER,13,True
689b450612f07225,COOK,6,False
689b450612f07225,GATHERER,6,False
689b450612f07225,FIRE_STARTER,2,False
689b450612f07225,SAILOR,8,False
689b450612f07225,BUILDER,8,False
689b450612f07225,CRAFTSMAN,7,False
771889e0de20a322,CRAFTSMAN,9,False
771889e0de20a322,SAILOR,6,False
771889e0de20a322,BUILDER,6,False
771889e0de20a322,COOK,2,False
771889e0de20a322,FIRE_STARTER,5,False
771889e0de20a322,GATHERER,0,False
9794d1c064f93ebe,BUILDER,4,False
9794d1c064f93ebe,CRAFTSMAN,2,False
9794d1c064f93ebe,COOK,5,False
9794d1c064f93ebe,GATHERER,5,False
9794d1c064f93ebe,FIRE_STARTER,6,False
9794d1c064f93ebe,SAILOR,3,False
5916ddec341a926e,COOK,4,False
5916ddec341a926e,GATHERER,3,False
5916ddec341a926e,SAILOR,7,False
5916ddec341a926e,FIRE_STARTER,8,False
5916ddec341a926e,BUILDER,4,False
5916ddec341a926e,CRAFTSMAN,7,False
34cf9bc1a9936c98,FIRE_STARTER,6,False
34cf9bc1a9936c98,CRAFTSMAN,6,False
34cf9bc1a9936c98,BUILDER,3,False
34cf9bc1a9936c98,GATHERER,6,False
34cf9bc1a9936c98,SAILOR,5,False
34cf9bc1a9936c98,COOK,9,False
341182d00009e9d0,GATHERER,8,False
341182d00009e9d0,CRAFTSMAN,4,False
341182d00009e9d0,SAILOR,2,False
341182d00009e9d0,FIRE_STARTER,6,False
341182d00009e9d0,COOK,3,False
341182d00009e9d0,BUILDER,5,False
40199e4ed53651ac,SAILOR,1,False
